,accommodates,bathrooms,bedrooms,beds,city,latitude,longitude,metropolitan,property_type,zipcode_clean,id,listing_id,price
2103301,5.0,2.0,2.0,3.0,brooklyn,40.721926876912434,-73.95902504737545,NYC,Apartment,11249,12955368,12955368,299.13770828527316
2103621,5.0,1.0,1.0,3.0,brooklyn,40.71400349301406,-73.9639487922015,NYC,Apartment,11249,10070145,10070145,223.3062442045199
2103771,4.0,2.0,2.0,2.0,brooklyn,40.72108687331821,-73.95795948044572,NYC,Apartment,11249,13280015,13280015,285.9276090782885
2103894,4.0,1.0,2.0,2.0,brooklyn,40.71190643572714,-73.9637553536842,NYC,Apartment,11249,4628603,4628603,238.65306476530603
2103909,2.0,1.0,0.0,1.0,brooklyn,40.71790402180276,-73.95937655602174,NYC,Apartment,11249,9740010,9740010,165.91078137773684
2104228,2.0,1.0,0.0,1.0,brooklyn,40.71865018973715,-73.96392336132641,NYC,Apartment,11249,14916806,14916806,165.91078137773684
2104411,6.0,1.5,2.0,3.0,brooklyn,40.709818592826466,-73.96419768886246,NYC,Apartment,11249,1743379,1743379,283.56544200789955
2104487,2.0,1.0,0.0,1.0,brooklyn,40.71020209862417,-73.96739604065293,NYC,Apartment,11249,16467050,16467050,165.91078137773684
2104519,4.0,1.0,1.0,2.0,new york,40.712323549324346,-73.96586594091758,NYC,Apartment,11249,6723500,6723500,213.4449075766827
2104845,5.0,1.0,2.0,2.0,brooklyn,40.720265623089546,-73.95906646811616,NYC,Apartment,11249,16351881,16351881,249.67903973765442
2105015,4.0,1.0,1.0,1.0,brooklyn,40.71908417036638,-73.95674546931994,NYC,Apartment,11249,4024936,4024936,213.4449075766827
2105051,2.0,1.0,0.0,1.0,brooklyn,40.72067397469402,-73.9549387683477,NYC,Apartment,11249,8486894,8486894,165.91078137773684
2105250,4.0,1.0,1.0,2.0,brooklyn,40.707886794553616,-73.96903061272761,NYC,Apartment,11249,16412527,16412527,213.4449075766827
2105442,6.0,1.5,3.0,4.0,brooklyn,40.71941732135791,-73.95747863605786,NYC,House,11249,26969,26969,338.97480025710104
2105539,5.0,2.0,2.0,3.0,brooklyn,40.719995762003535,-73.96436115306336,NYC,Apartment,11249,17786864,17786864,299.13770828527316
2105548,6.0,1.0,2.0,4.0,brooklyn,40.70702688240929,-73.96709802239909,NYC,Loft,11249,8971921,8971921,325.24096417413176
2105610,4.0,1.0,2.0,2.0,brooklyn,40.71034713013882,-73.9645793807412,NYC,Apartment,11249,14312883,14312883,238.65306476530603
2105732,4.0,2.0,1.0,2.0,brooklyn,40.71744775710643,-73.96545542876656,NYC,Apartment,11249,6420987,6420987,255.72599351847632
2105899,3.0,1.0,2.0,1.0,brooklyn,40.71644647929147,-73.9623307062851,NYC,Apartment,11249,581488,581488,225.15354703514555
2106055,1.0,1.0,1.0,1.0,brooklyn,40.71304111838722,-73.96496921469445,NYC,Apartment,11249,17371795,17371795,161.22257598663322
2106084,4.0,1.0,1.0,1.0,brooklyn,40.71888789949117,-73.95991471139482,NYC,Apartment,11249,15009565,15009565,213.4449075766827
2106238,2.0,1.0,1.0,1.0,brooklyn,40.71491852414081,-73.96282227775889,NYC,Apartment,11249,67299,67299,185.50508842277517
2106463,3.0,1.0,0.0,1.0,brooklyn,40.71670656181,-73.96376515541576,NYC,Apartment,11249,4642269,4642269,180.10109646666547
2106544,4.0,2.0,2.0,2.0,brooklyn,40.712079310746134,-73.96380399174555,NYC,Apartment,11249,2109817,2109817,285.9276090782885
2106900,3.0,1.0,1.0,1.0,brooklyn,40.71896327919398,-73.95620633923147,NYC,Apartment,11249,3549126,3549126,201.37130057281917
2106911,2.0,1.0,1.0,1.0,brooklyn,40.71745633678065,-73.96283613858134,NYC,Apartment,11249,14554847,14554847,185.50508842277517
2106940,2.0,1.0,1.0,1.0,brooklyn,40.710393798190545,-73.96388367070881,NYC,Apartment,11249,18354939,18354939,185.50508842277517
2106962,4.0,1.0,2.0,2.0,brooklyn,40.71682165725122,-73.96599924505806,NYC,Apartment,11249,14028597,14028597,238.65306476530603
2107471,4.0,2.0,2.0,2.0,brooklyn,40.718171814889814,-73.96401032713737,NYC,Apartment,11249,1839341,1839341,285.9276090782885
2107592,3.0,1.0,1.0,1.0,brooklyn,40.71063154894925,-73.9677411938816,NYC,Apartment,11249,1313768,1313768,201.37130057281917
2107706,4.0,1.0,0.0,1.0,new york,40.776413672372044,-73.95399422098427,NYC,Apartment,10028,3800228,3800228,166.79264825129013
2107788,2.0,1.0,1.0,2.0,new york,40.77711073844867,-73.95270458111428,NYC,Apartment,10028,38638,38638,162.07952360541313
2107959,2.0,1.0,2.0,2.0,new york,40.77259022659923,-73.94806668148668,NYC,Apartment,10028,8886036,8886036,181.2213534784664
2107970,4.0,1.0,0.0,2.0,new york,40.775871056732576,-73.95742701670035,NYC,Loft,10028,14582505,14582505,209.39841017604257
2108137,4.0,1.0,1.0,2.0,new york,40.77598252569779,-73.95197771005603,NYC,Apartment,10028,172445,172445,186.49110506977755
2108476,5.0,1.0,1.0,2.0,new york,40.77391282821049,-73.95273763203345,NYC,Apartment,10028,14788422,14788422,195.10715305175964
2108549,2.0,1.0,1.0,1.0,new york,40.775798930532815,-73.9488147694894,NYC,Apartment,10028,4239628,4239628,162.07952360541313
2108598,2.0,1.0,1.0,1.0,new york,40.7777213530805,-73.95014091201283,NYC,Apartment,10028,7915083,7915083,162.07952360541313
2108729,2.0,1.0,0.0,1.0,new york,40.77516305329953,-73.95511877291588,NYC,Apartment,10028,15059051,15059051,144.95958377928764
2108815,2.0,1.0,1.0,1.0,new york,40.77896415142245,-73.95812156705499,NYC,Apartment,10028,12111718,12111718,162.07952360541313
2108837,2.0,1.0,0.0,1.0,new york,40.77419195023129,-73.95098159363161,NYC,Apartment,10028,15916066,15916066,144.95958377928764
2109507,6.0,1.0,2.0,4.0,new york,40.77340565494357,-73.95025477820882,NYC,Apartment,10028,15249063,15249063,226.35030744423105
2109693,3.0,1.0,0.0,2.0,new york,40.77571178203723,-73.94970190660845,NYC,Apartment,10028,16914950,16914950,157.3579472364803
2109703,3.0,1.0,0.0,2.0,manhattan,40.777698511420546,-73.95350102127675,NYC,Apartment,10028,13770996,13770996,157.3579472364803
2109780,2.0,1.0,1.0,2.0,new york,40.77443754129982,-73.9590767998789,NYC,Apartment,10028,1320550,1320550,162.07952360541313
2110142,3.0,1.0,1.0,1.0,new york,40.77482967883135,-73.946735766548,NYC,Apartment,10028,798128,798128,175.9421520031892
2110174,2.0,1.0,1.0,1.0,new york,40.775172105809375,-73.94996902460838,NYC,Apartment,10028,13379302,13379302,162.07952360541313
2110182,3.0,1.0,1.0,1.0,new york,40.77518636188846,-73.94794793801327,NYC,Apartment,10028,7385688,7385688,175.9421520031892
2110309,5.0,1.0,2.0,3.0,new york,40.77514404639953,-73.95406836670931,NYC,Apartment,10028,3816302,3816302,218.14959448825346
2110431,2.0,1.0,1.0,1.0,new york,40.77481351445791,-73.9533977540776,NYC,Apartment,10028,15219971,15219971,162.07952360541313
2110553,5.0,2.0,1.0,4.0,new york,40.775891871899745,-73.9530096545124,NYC,Apartment,10028,13622994,13622994,233.75573173980567
2110837,12.0,2.5,4.0,5.0,new york,40.77718587408845,-73.9543110540013,NYC,Townhouse,10028,10496558,10496558,496.4078876707085
2111011,1.0,1.0,0.0,1.0,new york,40.77367964858875,-73.95198137034797,NYC,Apartment,10028,274743,274743,125.98445524892463
2111304,4.0,1.0,2.0,2.0,new york,40.773128107193656,-73.94702941266064,NYC,Apartment,10028,4995176,4995176,208.51597858047535
2111368,2.0,1.0,0.0,1.0,new york,40.773820413942964,-73.95088083253674,NYC,Apartment,10028,671633,671633,144.95958377928764
2111717,2.0,1.0,1.0,1.0,new york,40.77500225471576,-73.95071041032986,NYC,Apartment,10028,8719522,8719522,162.07952360541313
2111752,6.0,1.0,2.0,2.0,new york,40.77715871669459,-73.94778789519644,NYC,Apartment,10028,4916323,4916323,226.35030744423105
2111769,4.0,1.0,2.0,2.0,new york,40.7739691748572,-73.94987672071727,NYC,Apartment,10028,15798278,15798278,208.51597858047535
2111850,2.0,1.0,1.0,1.0,new york,40.777807993416296,-73.95845354868717,NYC,Apartment,10028,4707285,4707285,162.07952360541313
2112189,2.0,1.0,1.0,1.0,new york,40.77525912505004,-73.95074658026736,NYC,Apartment,10028,6101104,6101104,162.07952360541313
2112259,4.0,1.0,1.0,2.0,new york,40.77263600708202,-73.9498110349533,NYC,Apartment,10028,9165244,9165244,186.49110506977755
2112351,2.0,1.0,0.0,1.0,new york,40.77641019642997,-73.95149972046471,NYC,Apartment,10028,2169569,2169569,144.95958377928764
2112387,4.0,1.0,1.0,2.0,new york,40.776866215039185,-73.94897295414704,NYC,Apartment,10028,5955634,5955634,186.49110506977755
2112594,2.0,1.0,0.0,1.0,new york,40.77539950443466,-73.95235673323414,NYC,Apartment,10028,15675274,15675274,144.95958377928764
2112643,3.0,1.0,0.0,1.0,new york,40.77789603437996,-73.95475428418699,NYC,Apartment,10028,11148869,11148869,157.3579472364803
2112745,5.0,1.0,2.0,3.0,new york,40.774820037682794,-73.95087470997231,NYC,Apartment,10028,15281457,15281457,218.14959448825346
2112921,4.0,1.0,0.0,1.0,new york,40.77800735458508,-73.95073864050654,NYC,Apartment,10028,9384231,9384231,166.79264825129013
2112946,2.0,1.0,1.0,1.0,new york,40.77685751478661,-73.95501200144261,NYC,Apartment,10028,7020065,7020065,162.07952360541313
2112947,3.0,1.0,1.0,2.0,new york,40.77559038085471,-73.95262707253399,NYC,Apartment,10028,11738831,11738831,175.9421520031892
2113026,6.0,1.0,0.0,3.0,new york,40.77600350050083,-73.95346093645304,NYC,Apartment,10028,11886165,11886165,181.05838923296844
2113267,6.0,1.0,2.0,2.0,new york,40.77220615839412,-73.94819474660791,NYC,Apartment,10028,15939098,15939098,226.35030744423105
2113310,2.0,1.0,1.0,2.0,new york,40.779099942400265,-73.95277560583921,NYC,Apartment,10028,9196572,9196572,162.07952360541313
2113366,4.0,1.0,0.0,3.0,new york,40.77769676274491,-73.95265695770502,NYC,Apartment,10028,12932509,12932509,166.79264825129013
2113539,2.0,1.0,0.0,1.0,new york,40.774564669346326,-73.95481361138285,NYC,Apartment,10028,15745866,15745866,144.95958377928764
2113579,2.0,1.0,1.0,1.0,new york,40.775430782089344,-73.95550928523053,NYC,Apartment,10028,11101525,11101525,162.07952360541313
2113937,2.0,1.0,1.0,2.0,new york,40.772794538696964,-73.94696126289561,NYC,Apartment,10028,17382067,17382067,162.07952360541313
2113961,3.0,1.0,1.0,1.0,new york,40.77455162419268,-73.94982067676149,NYC,Apartment,10028,8340665,8340665,175.9421520031892
2114354,4.0,1.0,1.0,2.0,new york,40.77519779907301,-73.95272381443219,NYC,Apartment,10028,7030296,7030296,186.49110506977755
2114377,4.0,1.0,1.0,1.0,new york,40.77631494196411,-73.95288583074576,NYC,Apartment,10028,342027,342027,186.49110506977755
2114712,2.0,1.0,0.0,2.0,new york,40.77774714562385,-73.95927488988522,NYC,Apartment,10028,7494275,7494275,144.95958377928764
2114994,3.0,1.0,1.0,2.0,new york,40.776372712755375,-73.94939119649744,NYC,Apartment,10028,16014133,16014133,175.9421520031892
2115019,4.0,1.0,1.0,2.0,new york,40.774342976078685,-73.94909984159456,NYC,Apartment,10028,5856557,5856557,186.49110506977755
2115283,2.0,1.0,1.0,1.0,new york,40.773944934416,-73.94767940001796,NYC,Apartment,10028,7293556,7293556,162.07952360541313
2115579,2.0,1.0,0.0,2.0,new york,40.775231983209146,-73.9512008337106,NYC,Apartment,10028,11693764,11693764,144.95958377928764
2115849,6.0,2.0,2.0,6.0,new york,40.77450248914269,-73.94945641711716,NYC,Apartment,10028,18048363,18048363,271.1878109979885
2115988,2.0,1.0,1.0,1.0,new york,40.77665637743474,-73.95625188935128,NYC,Apartment,10028,14317995,14317995,162.07952360541313
2116142,2.0,1.0,1.0,1.0,new york,40.77511201759457,-73.95276186174469,NYC,Apartment,10028,11301136,11301136,162.07952360541313
2116461,4.0,1.0,1.0,2.0,new york,40.77821278150639,-73.9492725050431,NYC,Apartment,10028,1732903,1732903,186.49110506977755
2116583,3.0,1.0,1.0,2.0,new york,40.77137855023618,-73.94716556416803,NYC,Apartment,10028,3764581,3764581,175.9421520031892
2117006,16.0,6.0,4.0,14.0,new york,40.772582077863696,-73.95043422336956,NYC,Townhouse,10028,5927418,5927418,990.4639318789683
2117011,2.0,1.0,1.0,1.0,new york,40.77371121524213,-73.95167320499517,NYC,Apartment,10028,14253050,14253050,162.07952360541313
2117158,2.0,1.0,1.0,1.0,new york,40.77537342639343,-73.95028585777455,NYC,Apartment,10028,5010729,5010729,162.07952360541313
2117379,3.0,1.0,0.0,1.0,new york,40.77614248345203,-73.95165635352933,NYC,Apartment,10028,16477020,16477020,157.3579472364803
2117430,3.0,1.0,1.0,2.0,new york,40.77584979889127,-73.95059088575606,NYC,Apartment,10028,2651650,2651650,175.9421520031892
2117739,3.0,1.0,0.0,2.0,new york,40.776255577229115,-73.95186559859415,NYC,Apartment,10028,15955926,15955926,157.3579472364803
2117743,2.0,1.0,1.0,1.0,new york,40.77658622624713,-73.95068253959066,NYC,Apartment,10028,1797661,1797661,162.07952360541313
2118074,4.0,1.0,1.0,2.0,new york,40.77762498790039,-73.95159752631542,NYC,Apartment,10028,9016650,9016650,186.49110506977755
2118272,2.0,1.0,1.0,1.0,new york,40.776916392840775,-73.95376078086842,NYC,Apartment,10028,16351864,16351864,162.07952360541313
2118491,4.0,1.0,1.0,1.0,new york,40.77715991362571,-73.95822158874562,NYC,Apartment,10028,13724666,13724666,186.49110506977755
2118497,4.0,1.0,1.0,2.0,new york,40.77576734407515,-73.95286451301565,NYC,Apartment,10028,3272161,3272161,186.49110506977755
2118770,2.0,1.5,1.0,1.0,new york,40.777332199823256,-73.94996800023337,NYC,Apartment,10028,13601867,13601867,177.4077916622834
2118788,2.0,1.0,1.0,1.0,new york,40.78228642425261,-73.95939755018347,NYC,Apartment,10028,8189118,8189118,162.07952360541313
2118802,2.0,1.0,0.0,1.0,new york,40.7748676998137,-73.95029149946038,NYC,Apartment,10028,7837575,7837575,144.95958377928764
2118919,3.0,1.0,1.0,2.0,new york,40.77671041397613,-73.95314190753852,NYC,Apartment,10028,5939129,5939129,175.9421520031892
2118975,2.0,1.0,0.0,1.0,new york,40.7743307351849,-73.95358291893277,NYC,Apartment,10028,16358306,16358306,144.95958377928764
2119200,5.0,1.0,0.0,4.0,new york,40.776221069405096,-73.9522486792911,NYC,Apartment,10028,10135531,10135531,174.49861074122916
2119507,2.0,1.0,1.0,1.0,new york,40.77608563856818,-73.9496135746764,NYC,Apartment,10028,18394026,18394026,162.07952360541313
2119571,2.0,1.0,0.0,1.0,new york,40.77428848106725,-73.94697215079724,NYC,Apartment,10028,13880222,13880222,144.95958377928764
2119885,2.0,1.0,1.0,1.0,new york,40.778140303396455,-73.95322155410697,NYC,Apartment,10028,13587149,13587149,162.07952360541313
2120218,4.0,1.0,1.0,1.0,new york,40.77270111350445,-73.94679472459356,NYC,Apartment,10028,17096264,17096264,186.49110506977755
2120221,4.0,1.0,1.0,2.0,new york,40.777918923217634,-73.95389674313707,NYC,Apartment,10028,4774496,4774496,186.49110506977755
2120476,2.0,1.0,0.0,1.0,new york,40.77555991279719,-73.95310497072337,NYC,Apartment,10028,15589422,15589422,144.95958377928764
2120649,2.0,1.0,0.0,1.0,new york,40.77356772716823,-73.94728585407866,NYC,Apartment,10028,7790838,7790838,144.95958377928764
2120992,4.0,1.0,0.0,2.0,new york,40.77387472483709,-73.95200082422886,NYC,Apartment,10028,17945279,17945279,166.79264825129013
2121334,3.0,1.0,2.0,2.0,new york,40.7761719945133,-73.95009735748783,NYC,Apartment,10028,15266049,15266049,196.72117865767922
2121526,3.0,1.0,1.0,2.0,new york,40.77601383895368,-73.9544093318252,NYC,Apartment,10028,14086770,14086770,175.9421520031892
2121541,2.0,1.0,1.0,1.0,new york,40.775444139720996,-73.95576988500494,NYC,Apartment,10028,14808832,14808832,162.07952360541313
2121556,2.0,1.0,1.0,2.0,new york,40.77609851867469,-73.9526499484342,NYC,Apartment,10028,325429,325429,162.07952360541313
2121837,4.0,1.0,1.0,2.0,new york,40.77307408478746,-73.94785616753894,NYC,Apartment,10028,16709562,16709562,186.49110506977755
2121899,6.0,2.0,2.0,2.0,new york,40.77320965971551,-73.94692567723551,NYC,Apartment,10028,16251743,16251743,271.1878109979885
2122070,3.0,1.0,1.0,1.0,new york,40.772687399943216,-73.95054601062921,NYC,Apartment,10028,7062987,7062987,175.9421520031892
2122071,2.0,1.0,1.0,1.0,new york,40.77089344772253,-73.94787736131323,NYC,Apartment,10028,5524488,5524488,162.07952360541313
2122310,2.0,1.0,1.0,1.0,new york,40.7711667757481,-73.94665489396401,NYC,Apartment,10028,17601184,17601184,162.07952360541313
2122314,5.0,1.0,0.0,3.0,new york,40.77191150528763,-73.94864487043408,NYC,Apartment,10028,15288593,15288593,174.49861074122916
2122417,2.0,1.0,0.0,1.0,new york,40.77416191567495,-73.95258952967386,NYC,Apartment,10028,11279590,11279590,144.95958377928764
2122519,4.0,,2.0,,new york,40.776601004153534,-73.95269270427644,NYC,Apartment,10028,1211820,1211820,
2122871,6.0,1.0,3.0,3.0,new york,40.774303396177736,-73.94971215286263,NYC,Apartment,10028,6323266,6323266,253.08261131846373
2123063,3.0,1.0,1.0,2.0,new york,40.77705778670453,-73.9614341031007,NYC,Apartment,10028,14556501,14556501,175.9421520031892
2123197,6.0,2.0,3.0,4.0,new york,40.77325810272175,-73.95418072340766,NYC,Apartment,10028,11904714,11904714,303.2154899193985
2123535,4.0,1.0,0.0,2.0,new york,40.77344254105928,-73.9471892996429,NYC,Apartment,10028,15370140,15370140,166.79264825129013
2123617,4.0,2.0,2.0,2.0,new york,40.77316328722095,-73.94495176336834,NYC,Apartment,10028,16112663,16112663,249.82069796072534
2123622,4.0,1.0,1.0,2.0,manhattan,40.77081606744717,-73.95052071320481,NYC,Apartment,10028,562478,562478,186.49110506977755
2123625,3.0,1.0,1.0,2.0,new york,40.77504316177027,-73.94944953675991,NYC,Apartment,10028,13140220,13140220,175.9421520031892
2123729,2.0,1.0,1.0,1.0,new york,40.775021032149475,-73.95191003615919,NYC,Apartment,10028,5635192,5635192,162.07952360541313
2124079,3.0,1.0,1.0,1.0,new york,40.774039029869975,-73.95268001007196,NYC,Apartment,10028,14744302,14744302,175.9421520031892
2124092,4.0,1.0,2.0,3.0,new york,40.77538431949957,-73.95336004826076,NYC,Apartment,10028,18314974,18314974,208.51597858047535
2124197,3.0,1.0,1.0,1.0,new york,40.77733030892927,-73.9542565567141,NYC,Apartment,10028,14219316,14219316,175.9421520031892
2124220,2.0,1.0,1.0,1.0,new york,40.77519490404036,-73.95688168986311,NYC,Apartment,10028,2092611,2092611,162.07952360541313
2124243,2.0,1.0,0.0,1.0,new york,40.772117470503936,-73.94660758221116,NYC,Apartment,10028,1764106,1764106,144.95958377928764
2124601,2.0,1.0,1.0,1.0,new york,40.77321329294555,-73.94918516206441,NYC,Apartment,10028,4040407,4040407,162.07952360541313
2124659,2.0,1.0,1.0,1.0,new york,40.77513389973279,-73.94899493322103,NYC,Apartment,10028,1499316,1499316,162.07952360541313
2124841,3.0,1.0,0.0,1.0,new york,40.77693499541334,-73.95408171219395,NYC,Apartment,10028,3791764,3791764,157.3579472364803
2124870,4.0,1.0,1.0,1.0,new york,40.77456230759734,-73.95323162491285,NYC,Apartment,10028,39267,39267,186.49110506977755
2125030,6.0,1.0,0.0,3.0,new york,40.77736747807934,-73.95419165375529,NYC,Apartment,10028,17191563,17191563,181.05838923296844
2125244,4.0,1.0,2.0,2.0,new york,40.77849734344464,-73.95538792350096,NYC,Apartment,10028,7982791,7982791,208.51597858047535
2125273,5.0,1.0,2.0,4.0,new york,40.77522093193948,-73.95250364965955,NYC,Apartment,10028,5927568,5927568,218.14959448825346
2125363,5.0,1.0,2.0,3.0,new york,40.7746547085605,-73.95158248806548,NYC,Apartment,10028,9477535,9477535,218.14959448825346
2125534,2.0,1.0,0.0,1.0,new york,40.77687947950564,-73.951375800204,NYC,Apartment,10028,11771494,11771494,144.95958377928764
2125698,3.0,1.0,1.0,1.0,new york,40.77638306861561,-73.9524730703712,NYC,Apartment,10028,760303,760303,175.9421520031892
2125964,4.0,1.0,0.0,1.0,new york,40.773837171868145,-73.94995854919873,NYC,Apartment,10028,16675556,16675556,166.79264825129013
2125980,3.0,1.0,1.0,2.0,new york,40.77899481574164,-73.95459384407285,NYC,Apartment,10028,15954511,15954511,175.9421520031892
2126006,2.0,1.0,0.0,1.0,new york,40.775537784879006,-73.95141092945626,NYC,Apartment,10028,5858505,5858505,144.95958377928764
2126015,2.0,1.0,0.0,1.0,new york,40.77468412364292,-73.94983668429977,NYC,Apartment,10028,6404432,6404432,144.95958377928764
2126114,4.0,1.0,1.0,2.0,new york,40.774188211631696,-73.95341340479416,NYC,Apartment,10028,9196586,9196586,186.49110506977755
2126399,6.0,1.0,1.0,3.0,new york,40.7750247658552,-73.95588956546902,NYC,Apartment,10028,18240780,18240780,202.4416510213244
2126431,1.0,1.0,1.0,1.0,new york,40.7721957191009,-73.94694042943205,NYC,Apartment,10028,17252533,17252533,140.86340451641672
2126644,5.0,1.0,2.0,3.0,new york,40.775271680164025,-73.95306546837969,NYC,Townhouse,10028,18486389,18486389,253.62144493164334
2126990,3.0,1.0,0.0,1.0,new york,40.77573917166296,-73.95239614956769,NYC,Apartment,10028,2493176,2493176,157.3579472364803
2126991,3.0,1.0,1.0,2.0,new york,40.77528395544432,-73.95753721123708,NYC,Apartment,10028,12190790,12190790,175.9421520031892
2127029,2.0,1.0,1.0,1.0,new york,40.772222909251646,-73.95533833306729,NYC,Apartment,10075,15181071,15181071,174.6502479181522
2127166,4.0,1.0,1.0,2.0,new york,40.783980424336136,-73.9504645289003,NYC,Apartment,10075,13396359,13396359,200.95516700962867
2127502,2.0,1.0,0.0,1.0,new york,40.76891833480513,-73.95047680305427,NYC,Apartment,10075,13279026,13279026,156.20250283311665
2127598,4.0,1.0,1.0,1.0,new york,40.77348401255532,-73.95594921509108,NYC,Apartment,10075,17220965,17220965,200.95516700962867
2127619,2.0,1.0,1.0,1.0,new york,40.77116597199497,-73.95599419632609,NYC,Loft,10075,15648413,15648413,219.26316677827464
2128173,2.0,1.0,1.0,1.0,new york,40.771518883865966,-73.95455350040928,NYC,Apartment,10075,16366981,16366981,174.6502479181522
2128536,2.0,1.0,1.0,1.0,new york,40.77346344539586,-73.9558960282095,NYC,Apartment,10075,12274916,12274916,174.6502479181522
2128913,2.0,1.0,1.0,1.0,new york,40.773281123424134,-73.95751659712687,NYC,Apartment,10075,15206253,15206253,174.6502479181522
2129111,3.0,1.0,1.0,3.0,new york,40.77090123573229,-73.95508158455138,NYC,Apartment,10075,18094196,18094196,189.5880477870801
2129150,5.0,1.0,2.0,2.0,new york,40.769261375673736,-73.95237692819506,NYC,Apartment,10075,14422280,14422280,235.06905692401344
2129288,2.0,1.0,0.0,1.0,new york,40.77035846612811,-73.94930664430397,NYC,Apartment,10075,10102005,10102005,156.20250283311665
2129652,4.0,1.5,1.0,1.0,new york,40.774401550907434,-73.95578114684625,NYC,Apartment,10075,1060019,1060019,219.96000240657727
2130003,3.0,1.0,0.0,1.0,new york,40.77184073056414,-73.95517484794703,NYC,Apartment,10075,9845882,9845882,169.5624708501115
2130269,3.0,1.0,0.0,2.0,new york,40.773102721918505,-73.95169455946838,NYC,Apartment,10075,13778127,13778127,169.5624708501115
2130374,5.0,1.0,2.0,2.0,new york,40.772693137224216,-73.95235315273247,NYC,Apartment,10075,4997688,4997688,235.06905692401344
2130408,2.0,1.0,0.0,1.0,new york,40.772621635319254,-73.95007456739219,NYC,Apartment,10075,16268949,16268949,156.20250283311665
2130715,4.0,1.0,0.0,1.0,new york,40.77193603351196,-73.9604169153055,NYC,Apartment,10075,9448135,9448135,179.728917756025
2130935,4.0,1.0,1.0,2.0,new york,40.76940720362597,-73.95049758864337,NYC,Apartment,10075,16089,16089,200.95516700962867
2131061,3.0,1.0,1.0,2.0,new york,40.77025120802786,-73.95491255087353,NYC,Apartment,10075,6493181,6493181,189.5880477870801
2131317,2.0,1.0,1.0,1.0,new york,40.77242637043073,-73.9501574995349,NYC,Apartment,10075,8720655,8720655,174.6502479181522
2131322,3.0,1.0,1.0,1.0,new york,40.77119532552142,-73.95319265297444,NYC,Apartment,10075,3873299,3873299,189.5880477870801
2131355,1.0,1.0,0.0,1.0,new york,40.76929746806103,-73.95268098047534,NYC,Apartment,10075,18491725,18491725,135.7556824798267
2131488,4.0,1.0,1.0,2.0,new york,40.775394021185114,-73.96019321805463,NYC,Apartment,10075,6170486,6170486,200.95516700962867
2131723,2.0,1.0,1.0,2.0,new york,40.77314647382214,-73.95690532834158,NYC,Apartment,10075,16185920,16185920,174.6502479181522
2131865,2.0,1.0,1.0,1.0,new york,40.773809086324384,-73.95453198565507,NYC,Apartment,10075,2176017,2176017,174.6502479181522
2132013,2.0,1.0,1.0,1.0,new york,40.7732042469769,-73.95432572725775,NYC,Apartment,10075,4453150,4453150,174.6502479181522
2132194,3.0,1.0,1.0,2.0,new york,40.77536849126507,-73.95264809902537,NYC,Apartment,10075,17779508,17779508,189.5880477870801
2132200,4.0,1.0,1.0,2.0,new york,40.77733448740964,-73.9621170506848,NYC,Apartment,10075,9855772,9855772,200.95516700962867
2132536,2.0,1.0,0.0,1.0,new york,40.77107182643621,-73.95517256341158,NYC,Townhouse,10075,5791707,5791707,181.60154990619222
2132771,2.0,1.0,0.0,1.0,new york,40.77149235499365,-73.95017013757355,NYC,Apartment,10075,11231206,11231206,156.20250283311665
2132975,3.0,1.0,1.0,1.0,new york,40.77206868127444,-73.9541379211204,NYC,Apartment,10075,3883982,3883982,189.5880477870801
2133085,4.0,1.0,1.0,2.0,new york,40.77197558953154,-73.95003339507707,NYC,Apartment,10075,16463445,16463445,200.95516700962867
2133091,3.0,1.0,1.0,1.0,new york,40.77143569596201,-73.94898637474866,NYC,Apartment,10075,15751890,15751890,189.5880477870801
2133155,6.0,1.0,1.0,1.0,new york,40.77306941163846,-73.95593052336612,NYC,Apartment,10075,23269,23269,218.1428212110907
2133489,6.0,1.0,1.0,1.0,new york,40.771043961307385,-73.95628544918131,NYC,Apartment,10075,23265,23265,218.1428212110907
2133827,3.0,1.0,0.0,3.0,new york,40.77469100230231,-73.9632682681719,NYC,Apartment,10075,2309873,2309873,169.5624708501115
2134007,5.0,1.5,2.0,3.0,new york,40.7707647964058,-73.9550875237177,NYC,Apartment,10075,5660168,5660168,257.3001286612373
2134183,3.0,1.0,1.0,1.0,new york,40.76983784421683,-73.94833745664454,NYC,Apartment,10075,6447815,6447815,189.5880477870801
2134343,3.0,1.0,1.0,2.0,new york,40.771115275920174,-73.94944122813679,NYC,Apartment,10075,6839938,6839938,189.5880477870801
2134680,4.0,1.0,1.0,2.0,new york,40.77095531800928,-73.95274259671147,NYC,Apartment,10075,1917226,1917226,200.95516700962867
2134732,3.0,1.0,1.0,1.0,new york,40.77343915498214,-73.94852671027601,NYC,Apartment,10075,616659,616659,189.5880477870801
2135023,2.0,1.0,1.0,1.0,new york,40.76956344521886,-73.94859153744395,NYC,Apartment,10075,15496263,15496263,174.6502479181522
2135026,2.0,1.0,1.0,1.0,new york,40.77129473154547,-73.95010151892559,NYC,Apartment,10075,16083752,16083752,174.6502479181522
2135110,3.0,1.0,1.0,1.0,new york,40.77127442391533,-73.9510783285389,NYC,Apartment,10075,4549930,4549930,189.5880477870801
2135257,2.0,1.0,0.0,1.0,new york,40.77023696195611,-73.95369110841384,NYC,Apartment,10075,5470215,5470215,156.20250283311665
